Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days
44,8/18/2023,30.9,53,426,6.4,16
41,8/8/2023,32.3,56,460,6.6,6
70,8/30/2023,21.1,80,589,6.3,28
16,8/28/2023,29.4,50,502,6.8,26
23,9/10/2023,31.1,52,528,6.5,39
47,8/7/2023,33.4,76,745,6.1,5
46,9/6/2023,32.1,59,486,6.6,35
61,8/29/2023,18.8,65,770,6.6,27
35,8/22/2023,30.5,72,779,6.5,20
65,8/19/2023,24.8,76,762,6.8,17
36,8/10/2023,22.7,59,795,6.2,8
67,8/24/2023,24.5,54,470,6.4,22
59,9/11/2023,24.4,68,520,6.5,40
25,8/23/2023,30.8,79,738,6.6,21
11,8/10/2023,22.7,56,489,6.4,8
35,8/21/2023,30.2,60,781,6.2,19
27,9/13/2023,30.4,73,645,6.5,42
52,9/16/2023,23.6,77,728,6.6,45
70,8/14/2023,20.1,53,593,6.0,12
55,9/14/2023,18.1,76,712,6.7,43
34,8/14/2023,30.1,62,664,6.3,12
45,8/10/2023,22.7,51,540,6.8,8
25,8/15/2023,30.1,76,424,6.4,13
15,8/23/2023,30.8,74,609,6.4,21
63,9/4/2023,22.0,68,608,6.1,33
8,8/19/2023,30.8,62,422,6.4,17
5,9/2/2023,31.7,56,413,6.4,31
36,8/31/2023,29.2,66,629,6.5,29
30,8/27/2023,30.1,75,574,6.3,25
59,9/5/2023,21.2,77,630,6.2,34
56,8/5/2023,18.6,55,553,6.2,3
66,8/25/2023,21.6,70,432,6.5,23
41,9/6/2023,32.1,77,641,6.2,35
36,8/8/2023,32.3,63,467,6.8,6
69,9/9/2023,19.8,62,784,6.6,38
43,8/5/2023,33.4,61,730,6.1,3
59,9/13/2023,21.0,80,741,6.4,42
18,9/12/2023,31.2,78,440,6.5,41
24,8/23/2023,31.3,77,658,6.1,21
48,8/29/2023,28.7,63,567,6.0,27
6,9/16/2023,31.5,71,591,6.4,45
53,8/30/2023,22.4,54,466,6.2,28
19,9/16/2023,31.5,70,571,6.3,45
3,8/14/2023,30.1,80,569,6.3,12
34,8/7/2023,33.4,56,403,6.4,5
51,8/21/2023,30.2,53,542,6.6,19
4,9/6/2023,32.1,51,577,6.1,35
3,8/20/2023,30.9,79,467,6.3,18
54,8/16/2023,22.4,61,525,6.7,14
34,8/27/2023,30.1,57,643,6.4,25
70,9/4/2023,21.3,74,577,6.2,33
41,8/17/2023,29.6,64,510,6.4,15
68,8/24/2023,20.0,69,708,6.4,22
54,8/20/2023,22.5,60,401,6.5,18
45,8/3/2023,33.4,69,635,6.2,1
59,9/6/2023,23.8,80,786,6.2,35
70,9/6/2023,20.3,62,525,6.8,35
68,9/1/2023,24.2,59,617,6.2,30
55,9/6/2023,21.3,53,686,6.0,35
61,8/8/2023,19.2,68,701,6.4,6
44,9/12/2023,31.2,64,450,6.8,41
7,8/23/2023,30.8,58,503,6.2,21
16,8/30/2023,29.1,70,755,6.5,28
2,8/30/2023,29.1,58,603,6.6,28
34,8/30/2023,29.1,74,544,6.6,28
54,8/11/2023,18.4,60,622,6.8,9
60,9/8/2023,21.6,76,536,6.6,37
68,8/18/2023,22.5,61,583,6.5,16
11,8/26/2023,31.4,79,509,6.3,24
61,9/13/2023,21.9,64,719,6.1,42
34,9/5/2023,32.0,63,758,6.1,34
62,8/15/2023,24.9,56,548,6.5,13
42,8/18/2023,30.9,55,714,6.4,16
34,8/20/2023,30.9,55,719,6.2,18
70,8/6/2023,19.9,61,593,6.4,4
39,9/12/2023,31.2,55,539,6.1,41
33,9/10/2023,31.1,74,436,6.6,39
26,9/6/2023,32.1,62,577,6.0,35
58,8/14/2023,18.7,77,550,6.1,12
46,8/23/2023,30.8,57,534,6.5,21
60,8/18/2023,18.9,62,656,6.7,16
64,9/3/2023,23.1,62,764,6.5,32
52,9/13/2023,21.2,63,779,6.5,42
54,8/13/2023,21.4,54,780,6.6,11
9,9/10/2023,31.1,69,726,6.7,39
17,8/29/2023,28.7,69,598,6.1,27
48,8/5/2023,33.4,70,510,6.7,3
69,8/10/2023,19.5,69,614,6.8,8
47,8/4/2023,33.5,78,486,6.0,2
3,8/10/2023,22.7,65,783,6.6,8
30,8/19/2023,30.8,65,545,6.5,17
56,9/7/2023,18.5,51,777,6.1,36
17,8/15/2023,30.1,73,607,6.2,13
18,9/2/2023,31.7,67,579,6.3,31
65,9/2/2023,22.0,71,786,6.0,31
47,8/14/2023,30.1,63,611,6.6,12
59,8/19/2023,23.5,78,588,6.7,17
34,9/10/2023,31.1,66,789,6.6,39
54,8/9/2023,21.0,53,478,6.5,7
68,9/11/2023,18.9,60,436,6.4,40
55,9/9/2023,21.8,67,407,6.3,38
4,8/14/2023,30.1,64,525,6.2,12
45,8/13/2023,30.1,59,515,6.3,11
49,8/6/2023,33.4,65,664,6.4,4
47,8/17/2023,29.6,68,586,6.7,15
29,9/15/2023,30.6,50,500,6.8,44
16,8/10/2023,22.7,80,503,6.1,8
18,9/14/2023,29.1,76,750,6.6,43
39,8/9/2023,32.3,61,591,6.0,7
31,8/27/2023,30.1,50,688,6.8,25
41,9/5/2023,32.0,51,456,6.0,34
54,8/23/2023,21.4,57,679,6.1,21
54,8/19/2023,20.5,69,710,6.8,17
36,8/15/2023,30.1,78,620,6.1,13
56,8/10/2023,21.2,75,484,6.2,8
58,8/19/2023,21.3,51,728,6.1,17
16,8/19/2023,30.8,66,454,6.7,17
34,8/5/2023,33.4,77,495,6.1,3
63,8/4/2023,23.3,77,713,6.5,2
21,8/13/2023,30.1,77,673,6.1,11
32,8/20/2023,30.9,65,447,6.4,18
38,9/3/2023,31.7,74,615,6.7,32
20,9/11/2023,31.2,74,560,6.2,40
10,9/13/2023,30.4,69,674,6.3,42
49,9/6/2023,32.1,53,651,6.0,35
50,8/7/2023,33.4,60,533,6.3,5
54,9/15/2023,23.2,51,458,6.6,44
55,8/27/2023,22.3,58,520,6.4,25
4,9/2/2023,31.7,71,711,6.8,31
16,9/17/2023,30.9,65,651,6.0,46
51,8/30/2023,29.1,58,674,6.7,28
29,9/10/2023,31.1,55,556,6.0,39
54,9/9/2023,20.2,68,588,6.5,38
1,8/29/2023,28.7,64,451,6.4,27
47,9/2/2023,31.7,60,643,6.1,31
42,9/12/2023,31.2,50,554,6.3,41
37,8/23/2023,30.8,77,557,6.2,21
36,9/7/2023,31.5,72,680,6.4,36
13,9/9/2023,20.1,78,419,6.4,38
31,9/11/2023,31.2,78,578,6.6,40
22,9/13/2023,30.4,52,440,6.3,42
26,9/11/2023,31.2,58,503,6.3,40
38,8/26/2023,31.4,72,610,6.4,24
23,9/11/2023,31.2,66,530,6.3,40
1,9/5/2023,32.0,55,743,6.6,34
46,8/8/2023,32.3,69,681,6.3,6
56,8/17/2023,20.0,78,501,6.2,15
31,8/20/2023,30.9,59,488,6.8,18
1,9/13/2023,30.4,57,726,6.1,42
42,8/22/2023,30.5,64,472,6.5,20
45,9/3/2023,31.7,71,539,6.6,32
52,8/17/2023,22.5,80,408,6.1,15
61,9/10/2023,19.7,68,437,6.5,39
60,9/9/2023,18.0,78,600,6.4,38
46,8/9/2023,32.3,53,710,6.5,7
45,9/4/2023,31.7,65,503,6.7,33
14,8/17/2023,29.6,80,455,6.3,15
25,9/12/2023,31.2,72,682,6.7,41
1,8/31/2023,29.2,55,680,6.7,29
10,8/31/2023,29.2,54,585,6.5,29
15,8/28/2023,29.4,53,587,6.6,26
51,9/1/2023,31.7,58,762,6.5,30
11,9/7/2023,31.5,80,424,6.6,36
28,9/3/2023,31.7,60,480,6.7,32
29,9/1/2023,31.7,56,626,6.6,30
60,8/16/2023,18.4,63,468,6.5,14
56,8/14/2023,20.9,74,652,6.3,12
31,8/23/2023,30.8,74,508,6.5,21
29,9/4/2023,31.7,73,763,6.6,33
6,8/9/2023,32.3,60,620,6.6,7
44,9/10/2023,31.1,53,474,6.1,39
13,8/4/2023,33.5,52,452,6.2,2
12,8/18/2023,30.9,59,585,6.6,16
52,9/14/2023,23.0,63,653,6.2,43
28,8/8/2023,32.3,55,786,6.3,6
26,8/4/2023,33.5,64,509,6.6,2
43,8/6/2023,33.4,52,423,6.4,4
16,9/7/2023,31.5,55,423,6.4,36
17,8/7/2023,33.4,61,505,6.6,5
62,9/15/2023,21.4,70,754,6.1,44
39,8/31/2023,29.2,60,782,6.8,29
2,8/16/2023,29.8,58,413,6.5,14
14,9/8/2023,29.8,56,550,6.4,37
26,9/16/2023,31.5,71,568,6.1,45
52,8/31/2023,24.5,50,527,6.3,29
13,9/14/2023,29.1,66,609,6.2,43
29,9/3/2023,31.7,79,507,6.7,32
31,8/28/2023,29.4,72,710,6.3,26
62,8/6/2023,18.5,67,666,6.8,4
62,8/22/2023,23.2,73,783,6.2,20
46,9/4/2023,31.7,57,504,6.0,33
69,9/10/2023,18.4,55,492,6.4,39
21,8/31/2023,29.2,76,559,6.7,29
66,8/9/2023,23.8,80,434,6.7,7
28,8/25/2023,31.4,77,459,6.5,23
20,9/10/2023,31.1,74,637,6.2,39
60,8/21/2023,21.6,73,557,6.7,19
29,8/10/2023,22.7,67,597,6.4,8
57,8/6/2023,20.6,59,429,6.3,4
68,8/11/2023,20.3,67,407,6.1,9
50,9/10/2023,31.1,51,462,6.1,39
56,9/5/2023,24.1,58,536,6.5,34
58,8/27/2023,23.7,56,575,6.7,25
26,8/8/2023,32.3,63,669,6.1,6
56,8/30/2023,19.2,72,509,6.4,28
16,8/24/2023,31.3,54,738,6.8,22
62,9/2/2023,24.1,72,497,6.5,31
17,8/17/2023,29.6,58,587,6.3,15
43,9/9/2023,20.1,51,752,6.7,38
47,8/10/2023,22.7,67,571,6.3,8
12,8/11/2023,31.9,55,602,6.2,9
2,9/8/2023,29.8,61,537,6.6,37
29,9/8/2023,29.8,72,581,6.3,37
59,8/14/2023,24.7,71,473,6.3,12
21,8/6/2023,33.4,63,592,6.0,4
65,8/23/2023,24.1,74,554,6.2,21
17,9/15/2023,30.6,75,575,6.3,44
8,8/10/2023,22.7,60,708,6.6,8
46,8/20/2023,30.9,72,531,6.1,18
45,8/12/2023,30.2,71,701,6.6,10
21,9/4/2023,31.7,69,620,6.1,33
19,8/4/2023,33.5,74,552,6.5,2
20,9/15/2023,30.6,70,505,6.8,44
4,9/16/2023,31.5,63,654,6.7,45
4,8/30/2023,29.1,71,525,6.6,28
34,8/29/2023,28.7,72,798,6.4,27
10,9/10/2023,31.1,68,538,6.7,39
29,9/11/2023,31.2,59,493,6.8,40
25,8/22/2023,30.5,77,703,6.4,20
29,8/18/2023,30.9,66,547,6.2,16
8,8/8/2023,32.3,63,588,6.7,6
40,8/26/2023,31.4,64,752,6.2,24
63,8/3/2023,21.9,50,728,6.2,1
45,8/18/2023,30.9,58,697,6.2,16
42,8/4/2023,33.5,62,767,6.6,2
7,9/9/2023,20.1,63,555,6.2,38
19,8/14/2023,30.1,71,503,6.5,12
27,8/22/2023,30.5,69,703,6.3,20
55,8/11/2023,18.7,79,681,6.0,9
68,8/20/2023,20.2,58,559,6.6,18
55,8/20/2023,24.9,63,474,6.6,18
33,9/1/2023,31.7,61,457,6.3,30
18,8/4/2023,33.5,73,463,6.4,2
18,8/26/2023,31.4,55,660,6.6,24
2,8/12/2023,30.2,65,416,6.6,10
43,8/21/2023,30.2,52,683,6.1,19
70,8/10/2023,19.3,74,645,6.5,8
51,8/26/2023,31.4,75,727,6.1,24
38,8/27/2023,30.1,79,548,6.3,25
66,8/27/2023,23.7,64,641,6.2,25
22,9/3/2023,31.7,75,736,6.3,32
51,8/24/2023,31.3,63,505,6.6,22
31,9/4/2023,31.7,58,576,6.5,33
17,9/9/2023,20.1,62,472,6.1,38
62,9/14/2023,19.9,67,754,6.8,43
7,8/13/2023,30.1,68,432,6.4,11
67,9/2/2023,19.5,73,779,6.3,31
10,8/18/2023,30.9,73,579,6.1,16
46,9/14/2023,29.1,76,645,6.3,43
16,9/9/2023,20.1,76,409,6.6,38
21,9/12/2023,31.2,50,479,6.4,41
22,9/5/2023,32.0,73,414,6.6,34
66,8/13/2023,24.7,73,447,6.4,11
48,8/30/2023,29.1,58,416,6.4,28
8,8/7/2023,33.4,78,700,6.0,5
31,8/24/2023,31.3,64,495,6.6,22
39,8/5/2023,33.4,77,601,6.2,3
24,9/11/2023,31.2,70,402,6.7,40
8,8/22/2023,30.5,53,715,6.1,20
4,8/13/2023,30.1,70,419,6.1,11
55,9/5/2023,22.9,69,432,6.5,34
25,8/18/2023,30.9,67,411,6.3,16
19,8/30/2023,29.1,75,411,6.6,28
22,8/13/2023,30.1,64,519,6.7,11
58,8/26/2023,21.4,69,525,6.3,24
15,8/24/2023,31.3,60,590,6.2,22
23,8/4/2023,33.5,56,476,6.5,2
60,8/26/2023,18.5,56,671,6.0,24
59,9/7/2023,18.0,57,682,6.2,36
62,9/16/2023,20.7,74,581,6.1,45
42,8/25/2023,31.4,75,506,6.3,23
66,9/7/2023,22.5,50,610,6.2,36
27,8/24/2023,31.3,62,799,6.4,22
44,9/15/2023,30.6,65,673,6.2,44
1,8/27/2023,30.1,77,589,6.7,25
66,8/31/2023,19.8,52,453,6.6,29
66,9/11/2023,18.5,58,784,6.1,40
49,9/1/2023,31.7,53,432,6.2,30
54,9/10/2023,21.9,75,745,6.1,39
20,8/12/2023,30.2,60,702,6.7,10
63,9/13/2023,21.2,79,496,6.4,42
21,8/30/2023,29.1,55,653,6.2,28
59,8/29/2023,23.5,65,523,6.7,27
70,8/19/2023,20.7,51,795,6.5,17
9,8/21/2023,30.2,66,607,6.1,19
66,8/12/2023,19.8,74,496,6.1,10
59,8/28/2023,19.6,73,403,6.2,26
52,8/24/2023,22.6,74,523,6.4,22
49,9/13/2023,30.4,50,492,6.6,42
21,8/28/2023,29.4,68,600,6.1,26
61,8/13/2023,18.8,67,423,6.8,11
69,8/13/2023,24.8,68,473,6.4,11
30,8/18/2023,30.9,76,451,6.8,16
43,9/4/2023,31.7,59,458,6.5,33
21,8/27/2023,30.1,59,659,6.7,25
13,8/19/2023,30.8,52,565,6.3,17
41,9/14/2023,29.1,53,496,6.7,43
57,9/2/2023,18.8,53,584,6.7,31
37,8/16/2023,29.8,80,695,6.5,14
50,9/1/2023,31.7,61,565,6.6,30
40,8/28/2023,29.4,58,681,6.8,26
32,8/26/2023,31.4,70,588,6.3,24
55,8/18/2023,24.1,71,416,6.7,16
23,8/15/2023,30.1,52,607,6.3,13
43,8/29/2023,28.7,77,506,6.3,27
65,8/15/2023,19.1,66,527,6.1,13
3,9/8/2023,29.8,78,525,6.0,37
51,8/20/2023,30.9,66,717,6.5,18
30,9/2/2023,31.7,65,716,6.0,31
8,9/5/2023,32.0,75,697,6.7,34
19,8/9/2023,32.3,72,747,6.1,7
37,8/10/2023,22.7,50,784,6.3,8
22,8/31/2023,29.2,58,596,6.5,29
8,9/12/2023,31.2,51,768,6.1,41
8,8/26/2023,31.4,79,619,6.3,24
49,8/13/2023,30.1,60,604,6.2,11
60,8/19/2023,18.1,62,618,6.6,17
16,8/29/2023,28.7,65,553,6.4,27
51,8/11/2023,31.9,57,490,6.1,9
1,8/13/2023,30.1,77,670,6.5,11
69,8/29/2023,22.2,61,562,6.1,27
47,9/6/2023,32.1,79,411,6.2,35
41,8/25/2023,31.4,51,412,6.5,23
18,8/20/2023,30.9,60,630,6.2,18
65,8/28/2023,23.1,71,496,6.6,26
3,8/7/2023,33.4,65,735,6.0,5
3,9/11/2023,31.2,73,460,6.7,40
53,8/24/2023,24.4,73,405,6.8,22
68,9/7/2023,24.3,53,434,6.1,36
42,9/15/2023,30.6,51,593,6.0,44
56,9/13/2023,21.5,61,407,6.2,42
43,9/2/2023,31.7,58,538,6.6,31
67,8/26/2023,21.9,61,787,6.4,24
42,8/11/2023,31.9,75,638,6.3,9
37,8/29/2023,28.7,56,539,6.1,27
12,8/14/2023,30.1,64,529,6.8,12
42,8/3/2023,33.4,52,661,6.2,1
29,8/8/2023,32.3,63,703,6.2,6
21,9/11/2023,31.2,77,610,6.4,40
25,8/31/2023,29.2,66,703,6.7,29
10,8/9/2023,32.3,72,623,6.7,7
21,8/14/2023,30.1,75,504,6.5,12
52,8/27/2023,19.3,69,652,6.7,25
11,8/22/2023,30.5,71,602,6.7,20
45,9/15/2023,30.6,67,438,6.1,44
52,8/4/2023,22.9,62,783,6.4,2
38,8/18/2023,30.9,68,592,6.7,16
52,9/9/2023,19.3,52,632,6.7,38
33,8/22/2023,30.5,60,784,6.4,20
27,8/23/2023,30.8,64,736,6.5,21
37,9/9/2023,20.1,52,588,6.3,38
65,9/8/2023,18.2,80,593,6.5,37
44,8/26/2023,31.4,56,457,6.0,24
48,8/27/2023,30.1,59,682,6.3,25
18,9/16/2023,31.5,78,705,6.8,45
45,8/8/2023,32.3,69,629,6.5,6
67,9/14/2023,21.5,72,443,6.6,43
28,8/24/2023,31.3,78,425,6.7,22
52,8/23/2023,20.8,73,662,6.4,21
63,8/8/2023,21.8,62,497,6.7,6
49,8/19/2023,30.8,80,778,6.7,17
62,8/4/2023,23.2,75,653,6.2,2
23,9/17/2023,33.4,56,632,6.4,46
42,9/3/2023,31.7,61,448,6.7,32
14,8/23/2023,30.8,55,466,6.0,21
30,8/4/2023,33.5,75,687,6.0,2
68,8/17/2023,20.0,51,566,6.4,15
48,8/12/2023,30.2,61,784,6.2,10
58,8/22/2023,21.3,80,703,6.8,20
40,8/8/2023,32.3,65,475,6.0,6
69,9/11/2023,23.6,80,757,6.3,40
3,9/13/2023,30.4,54,480,6.7,42
2,9/4/2023,31.7,61,498,6.0,33
46,8/18/2023,30.9,56,448,6.3,16
16,9/11/2023,31.2,65,572,6.5,40
29,9/14/2023,29.1,75,754,6.7,43
41,9/11/2023,31.2,74,443,6.5,40
57,8/15/2023,22.8,70,658,6.3,13
59,8/5/2023,20.2,64,495,6.4,3
31,8/13/2023,30.1,73,485,6.1,11
41,9/15/2023,30.6,67,650,6.1,44
30,8/5/2023,33.4,60,660,6.3,3
68,8/6/2023,20.1,57,417,6.3,4
51,9/12/2023,31.2,50,433,6.2,41
9,8/11/2023,31.9,62,646,6.7,9
43,8/9/2023,32.3,55,532,6.5,7
8,8/14/2023,30.1,57,763,6.3,12
53,9/7/2023,24.7,60,571,6.0,36
54,9/12/2023,19.5,55,414,6.3,41
36,8/20/2023,30.9,50,409,6.2,18
25,8/29/2023,28.7,73,474,6.0,27
67,8/4/2023,19.6,62,741,6.2,2
43,9/13/2023,30.4,51,684,6.5,42
54,8/3/2023,23.7,65,564,6.6,1
59,9/12/2023,24.3,71,495,6.6,41
30,8/28/2023,29.4,63,462,6.2,26
7,9/17/2023,29.1,62,696,6.5,46
36,9/4/2023,31.7,68,639,6.0,33
58,8/8/2023,24.4,55,404,6.4,6
46,8/26/2023,31.4,51,679,6.3,24
50,8/3/2023,33.4,56,781,6.3,1
37,9/13/2023,30.4,71,496,6.0,42
43,9/12/2023,31.2,65,629,6.2,41
6,9/2/2023,31.7,77,742,6.5,31
68,9/5/2023,21.8,56,576,6.7,34
46,8/5/2023,33.4,51,439,6.7,3
16,8/7/2023,33.4,68,554,6.6,5
20,9/7/2023,31.5,71,513,6.4,36
45,9/6/2023,32.1,70,776,6.7,35
4,8/4/2023,33.5,54,609,6.7,2
43,8/18/2023,30.9,76,771,6.1,16
41,8/19/2023,30.8,55,454,6.1,17
35,9/3/2023,31.7,60,703,6.4,32
7,9/16/2023,31.5,72,508,6.3,45
15,8/16/2023,29.8,58,409,6.3,14
48,8/13/2023,30.1,52,597,6.3,11
55,8/19/2023,21.5,51,472,6.5,17
13,8/11/2023,31.9,73,415,6.3,9
49,8/16/2023,29.8,66,659,6.4,14
3,8/25/2023,31.4,74,630,6.6,23
12,8/29/2023,28.7,66,577,6.1,27
5,9/11/2023,31.2,52,471,6.7,40
16,9/10/2023,31.1,54,645,6.3,39
60,8/17/2023,22.4,65,800,6.1,15
61,8/3/2023,23.1,59,702,6.5,1
32,8/29/2023,28.7,63,495,6.1,27
55,8/26/2023,22.0,77,702,6.6,24
56,9/15/2023,22.6,57,501,6.5,44
33,8/9/2023,32.3,75,447,6.7,7
64,8/6/2023,23.4,73,735,6.3,4
19,8/28/2023,29.4,80,623,6.4,26
5,8/11/2023,31.9,54,637,6.7,9
33,8/15/2023,30.1,59,557,6.0,13
21,9/7/2023,31.5,72,784,6.1,36
45,9/1/2023,31.7,65,538,6.6,30
36,9/14/2023,29.1,76,746,6.6,43
3,8/30/2023,29.1,73,738,6.6,28
15,8/8/2023,32.3,61,459,6.0,6
42,8/16/2023,29.8,72,430,6.2,14
1,8/6/2023,33.4,68,420,6.4,4
2,9/1/2023,31.7,56,622,6.4,30
39,9/5/2023,32.0,55,413,6.8,34
11,8/12/2023,30.2,51,752,6.2,10
1,8/8/2023,32.3,77,478,6.8,6
28,8/22/2023,30.5,52,639,6.3,20
21,8/11/2023,31.9,78,510,6.5,9
5,9/15/2023,30.6,77,453,6.1,44
24,8/19/2023,30.9,70,683,6.2,17
6,8/15/2023,30.1,74,425,6.1,13
54,8/21/2023,18.1,57,690,6.5,19
26,8/26/2023,31.4,55,688,6.5,24
61,9/7/2023,19.0,65,502,6.2,36
34,9/1/2023,31.7,75,689,6.7,30
36,8/21/2023,30.2,55,492,6.3,19
69,9/4/2023,19.7,73,764,6.3,33
55,8/24/2023,22.2,70,510,6.0,22
60,8/22/2023,22.6,69,722,6.1,20
44,9/14/2023,29.1,69,535,6.3,43
55,9/18/2023,29.4,55,554,6.6,46
44,8/31/2023,29.2,53,779,6.7,29
39,9/11/2023,31.2,52,481,6.1,40
29,9/5/2023,32.0,71,592,6.4,34
34,9/16/2023,31.5,73,596,6.6,45
14,8/30/2023,29.1,77,413,6.4,28
55,8/10/2023,21.6,70,652,6.7,8
33,9/13/2023,30.4,56,578,6.4,42
3,8/23/2023,30.8,79,780,6.1,21
51,8/14/2023,30.1,78,759,6.2,12
54,8/6/2023,18.0,58,717,6.0,4
26,9/4/2023,31.7,57,662,6.4,33
58,8/23/2023,20.4,70,547,6.3,21
6,8/5/2023,33.4,66,662,6.4,3
2,8/24/2023,31.3,54,608,6.3,22
69,9/15/2023,19.2,60,681,6.3,44
46,9/7/2023,31.5,74,525,6.8,36
49,8/21/2023,30.2,60,699,6.0,19
12,9/3/2023,31.7,74,591,6.2,32
3,9/7/2023,31.5,75,762,6.2,36
48,8/9/2023,32.3,79,756,6.5,7
28,8/30/2023,29.1,62,400,6.1,28
59,8/3/2023,22.8,63,743,6.3,1
44,9/1/2023,31.7,59,751,6.4,30
67,8/15/2023,18.6,55,461,6.4,13
55,8/23/2023,19.0,66,665,6.2,21
46,9/10/2023,31.1,52,630,6.8,39
11,8/29/2023,28.7,72,695,6.5,27
37,8/25/2023,31.4,54,406,6.8,23
63,8/24/2023,18.8,65,750,6.4,22
54,8/7/2023,24.9,50,645,6.6,5
57,8/9/2023,20.8,56,626,6.2,7
40,8/10/2023,22.7,75,729,6.4,8
21,8/10/2023,22.7,60,625,6.1,8
37,8/17/2023,29.6,77,488,6.3,15
23,8/28/2023,29.4,75,685,6.1,26
23,9/1/2023,31.7,77,575,6.3,30
20,8/19/2023,30.8,66,722,6.1,17
30,8/21/2023,30.2,61,562,6.6,19
53,8/5/2023,20.0,69,632,6.3,3
8,9/14/2023,29.1,51,458,6.2,43
47,9/15/2023,30.6,56,724,6.4,44
1,8/30/2023,29.1,51,623,6.6,28
11,8/18/2023,30.9,80,704,6.6,16
12,8/23/2023,30.8,72,450,6.7,21
16,9/12/2023,31.2,80,732,6.6,41
2,8/13/2023,30.1,71,664,6.4,11
14,9/15/2023,30.6,57,645,6.1,44
7,8/30/2023,29.1,62,498,6.5,28
61,9/12/2023,20.9,65,661,6.0,41
29,8/7/2023,33.4,74,547,6.6,5
62,8/27/2023,19.2,69,562,6.5,25
14,9/1/2023,31.7,54,448,6.5,30
46,8/21/2023,30.2,70,534,6.4,19
29,8/11/2023,31.9,64,787,6.8,9
24,8/5/2023,33.4,72,704,6.5,3
8,8/17/2023,29.6,74,586,6.5,15
2,8/5/2023,33.4,55,749,6.7,3
3,8/19/2023,30.8,67,682,6.6,17
24,9/4/2023,32.0,69,491,6.1,33
51,8/25/2023,31.4,59,673,6.3,23
50,9/14/2023,29.1,51,731,6.2,43
26,8/10/2023,22.7,74,495,6.8,8
63,8/20/2023,19.2,80,721,6.5,18
51,9/4/2023,31.7,69,750,6.3,33
41,8/27/2023,30.1,64,437,6.7,25
39,9/3/2023,31.7,57,486,6.1,32
25,8/12/2023,30.2,77,453,6.4,10
44,8/24/2023,31.3,53,485,6.5,22
12,8/21/2023,30.2,58,595,6.5,19
51,8/19/2023,30.8,61,646,6.6,17
32,8/24/2023,31.3,58,573,6.6,22
61,9/11/2023,18.7,62,677,6.1,40
14,8/11/2023,31.9,76,630,6.7,9
33,9/9/2023,20.1,70,440,6.1,38
60,8/15/2023,21.9,74,465,6.8,13
2,8/18/2023,30.9,79,564,6.2,16
65,8/11/2023,19.4,79,443,6.1,9
15,9/3/2023,31.7,65,619,6.7,32
3,8/5/2023,33.4,65,636,6.7,3
15,8/29/2023,28.7,54,474,6.5,27
42,9/2/2023,31.7,73,683,6.3,31
7,8/8/2023,32.3,61,684,6.7,6
38,9/14/2023,29.1,63,545,6.3,43
8,9/9/2023,20.1,69,763,6.8,38
20,9/5/2023,32.0,71,486,6.7,34
43,9/5/2023,32.0,73,793,6.5,34
45,8/5/2023,33.4,70,595,6.2,3
65,8/27/2023,22.6,68,637,6.2,25
17,9/1/2023,31.7,73,657,6.3,30
48,9/3/2023,31.7,77,473,6.8,32
68,8/7/2023,23.5,80,647,6.2,5
1,9/14/2023,29.1,75,636,6.8,43
48,9/18/2023,31.5,51,527,6.2,47
5,8/22/2023,30.5,78,722,6.2,20
33,8/24/2023,31.3,76,680,6.0,22
47,8/21/2023,30.2,56,656,6.3,19
2,8/26/2023,31.4,64,529,6.2,24
42,8/21/2023,30.2,79,412,6.1,19
56,8/28/2023,18.1,58,695,6.0,26
50,8/15/2023,30.1,69,741,6.1,13
4,8/3/2023,33.4,62,547,6.7,1
18,8/23/2023,30.8,74,505,6.3,21
49,8/9/2023,32.3,53,674,6.7,7
48,8/4/2023,33.5,65,507,6.6,2
17,8/30/2023,29.1,80,632,6.5,28
12,9/8/2023,29.8,58,612,6.8,37
23,8/21/2023,30.2,69,791,6.4,19
54,8/30/2023,24.6,65,776,6.5,28
4,8/31/2023,29.2,63,604,6.5,29
6,8/21/2023,30.2,73,662,6.2,19
30,8/17/2023,29.6,64,467,6.1,15
45,8/28/2023,29.4,69,532,6.2,26
10,9/5/2023,32.0,72,440,6.2,34
30,9/13/2023,30.4,52,545,6.0,42
48,8/21/2023,30.2,55,648,6.4,19
30,8/15/2023,30.1,75,757,6.5,13
69,8/23/2023,19.7,50,613,6.4,21
48,8/26/2023,31.4,56,538,6.4,24
10,8/24/2023,31.3,64,746,6.3,22
47,9/12/2023,31.2,77,559,6.7,41
13,8/30/2023,29.1,75,719,6.4,28
56,9/9/2023,21.6,55,404,6.4,38
65,8/3/2023,21.9,77,605,6.7,1
41,9/8/2023,29.8,79,548,6.1,37
17,9/3/2023,31.7,53,461,6.3,32
9,8/24/2023,31.3,59,461,6.1,22
6,8/8/2023,32.3,65,482,6.7,6
61,9/9/2023,18.2,66,486,6.7,38
44,9/9/2023,20.1,56,764,6.4,38
6,9/9/2023,20.1,55,490,6.5,38
17,9/11/2023,31.2,72,786,6.3,40
48,9/10/2023,31.1,74,455,6.3,39
10,8/27/2023,30.1,77,560,6.5,25
15,9/5/2023,32.0,73,714,6.5,34
6,8/22/2023,30.5,63,553,6.5,20
49,8/30/2023,29.1,60,685,6.3,28
35,9/4/2023,31.7,60,495,6.5,33
